# Time [MJD], Angular separation [deg]
5.948547794693017931e+04,5.897035980224609375e+01
5.948589177475558245e+04,5.939231491088867188e+01
5.948630560258098558e+04,5.980314254760742188e+01
5.948671943040638871e+04,6.017029190063476562e+01
5.948713325823179184e+04,6.063336563110351562e+01
5.948754708605719497e+04,6.097930908203125000e+01
5.948796091388259083e+04,6.142755126953125000e+01
5.948837474170799396e+04,6.181317901611328125e+01
5.948878856953339709e+04,6.220440673828125000e+01
5.948920239735880023e+04,6.264577102661132812e+01
5.948961622518420336e+04,6.298812103271484375e+01
5.949003005300960649e+04,6.345504760742187500e+01
5.949044388083500962e+04,6.382028961181640625e+01
5.949085770866041275e+04,6.423652648925781250e+01
5.949127153648581589e+04,6.465074920654296875e+01
5.949168536431121902e+04,6.503399658203125000e+01
5.949209919213662215e+04,6.548136138916015625e+01
5.949251301996202528e+04,6.582936096191406250e+01
5.949292684778742841e+04,6.629293060302734375e+01
5.949334067561282427e+04,6.666622161865234375e+01
5.949375450343822740e+04,6.707721710205078125e+01
5.949416833126363053e+04,6.750251770019531250e+01
5.949458215908903367e+04,6.785917663574218750e+01
5.949499598691443680e+04,6.832741546630859375e+01
5.949540981473983993e+04,6.868038177490234375e+01
5.949582364256524306e+04,6.911569976806640625e+01
5.949623747039064619e+04,6.951404571533203125e+01
5.949665129821604933e+04,6.989045715332031250e+01
5.949706512604145246e+04,7.034518432617187500e+01
5.949747895386685559e+04,7.069654083251953125e+01
5.949789278169225872e+04,7.115093994140625000e+01
5.949830660951766185e+04,7.152767944335937500e+01
5.949872043734306499e+04,7.195843505859375000e+01
5.949913426516846812e+04,7.236667633056640625e+01
5.949954809299386397e+04,7.273991394042968750e+01
5.949996192081926711e+04,7.319261932373046875e+01
5.950037574864467024e+04,7.354854583740234375e+01
5.950078957647007337e+04,7.400187683105468750e+01
5.950120340429547650e+04,7.438533782958984375e+01
